period,respondent,respondent-name,type,type-name,value,value-units
2024-12-19T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47264,megawatthours
2024-12-19T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48971,megawatthours
2024-12-19T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49893,megawatthours
2024-12-19T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50421,megawatthours
2024-12-19T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50791,megawatthours
2024-12-19T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49763,megawatthours
2024-12-18T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48329,megawatthours
2024-12-18T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47972,megawatthours
2024-12-18T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48360,megawatthours
2024-12-18T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48557,megawatthours
2024-12-18T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48648,megawatthours
2024-12-18T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48914,megawatthours
2024-12-18T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48491,megawatthours
2024-12-18T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48101,megawatthours
2024-12-18T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47525,megawatthours
2024-12-18T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46940,megawatthours
2024-12-18T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45386,megawatthours
2024-12-18T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42199,megawatthours
2024-12-18T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40312,megawatthours
2024-12-18T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40062,megawatthours
2024-12-18T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40694,megawatthours
2024-12-18T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41596,megawatthours
2024-12-18T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42791,megawatthours
2024-12-18T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44878,megawatthours
2024-12-18T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47548,megawatthours
2024-12-18T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49960,megawatthours
2024-12-18T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51446,megawatthours
2024-12-18T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51737,megawatthours
2024-12-18T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52676,megawatthours
2024-12-18T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52336,megawatthours
2024-12-17T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52112,megawatthours
2024-12-17T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51947,megawatthours
2024-12-17T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51537,megawatthours
2024-12-17T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50962,megawatthours
2024-12-17T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49845,megawatthours
2024-12-17T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49001,megawatthours
2024-12-17T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48428,megawatthours
2024-12-17T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47924,megawatthours
2024-12-17T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47158,megawatthours
2024-12-17T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46933,megawatthours
2024-12-17T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45239,megawatthours
2024-12-17T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42011,megawatthours
2024-12-17T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40043,megawatthours
2024-12-17T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39653,megawatthours
2024-12-17T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40186,megawatthours
2024-12-17T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41017,megawatthours
2024-12-17T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42227,megawatthours
2024-12-17T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44365,megawatthours
2024-12-17T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46823,megawatthours
2024-12-17T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49310,megawatthours
2024-12-17T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51194,megawatthours
2024-12-17T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52349,megawatthours
2024-12-17T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53451,megawatthours
2024-12-17T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53538,megawatthours
2024-12-16T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53250,megawatthours
2024-12-16T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53205,megawatthours
2024-12-16T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52813,megawatthours
2024-12-16T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52362,megawatthours
2024-12-16T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51642,megawatthours
2024-12-16T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50838,megawatthours
2024-12-16T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49965,megawatthours
2024-12-16T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48668,megawatthours
2024-12-16T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47443,megawatthours
2024-12-16T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46525,megawatthours
2024-12-16T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45380,megawatthours
2024-12-16T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42436,megawatthours
2024-12-16T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40715,megawatthours
2024-12-16T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40428,megawatthours
2024-12-16T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40662,megawatthours
2024-12-16T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41637,megawatthours
2024-12-16T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42989,megawatthours
2024-12-16T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45017,megawatthours
2024-12-16T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47753,megawatthours
2024-12-16T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49682,megawatthours
2024-12-16T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50835,megawatthours
2024-12-16T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51507,megawatthours
2024-12-16T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51834,megawatthours
2024-12-16T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50855,megawatthours
2024-12-15T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49980,megawatthours
2024-12-15T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50257,megawatthours
2024-12-15T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50143,megawatthours
2024-12-15T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49903,megawatthours
2024-12-15T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49273,megawatthours
2024-12-15T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48216,megawatthours
2024-12-15T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47091,megawatthours
2024-12-15T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45806,megawatthours
2024-12-15T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44110,megawatthours
2024-12-15T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42773,megawatthours
2024-12-15T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41865,megawatthours
2024-12-15T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41035,megawatthours
2024-12-15T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40774,megawatthours
2024-12-15T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41003,megawatthours
2024-12-15T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41349,megawatthours
2024-12-15T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42108,megawatthours
2024-12-15T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43218,megawatthours
2024-12-15T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44678,megawatthours
2024-12-15T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46232,megawatthours
2024-12-15T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47345,megawatthours
2024-12-15T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47998,megawatthours
2024-12-15T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48265,megawatthours
2024-12-15T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48577,megawatthours
2024-12-15T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47608,megawatthours
2024-12-14T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47875,megawatthours
2024-12-14T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47648,megawatthours
2024-12-14T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47536,megawatthours
2024-12-14T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47413,megawatthours
2024-12-14T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47310,megawatthours
2024-12-14T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46983,megawatthours
2024-12-14T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46504,megawatthours
2024-12-14T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45638,megawatthours
2024-12-14T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44449,megawatthours
2024-12-14T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42981,megawatthours
2024-12-14T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42156,megawatthours
2024-12-14T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41040,megawatthours
2024-12-14T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40710,megawatthours
2024-12-14T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40644,megawatthours
2024-12-14T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41130,megawatthours
2024-12-14T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41947,megawatthours
2024-12-14T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43261,megawatthours
2024-12-14T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44999,megawatthours
2024-12-14T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46772,megawatthours
2024-12-14T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48288,megawatthours
2024-12-14T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49125,megawatthours
2024-12-14T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49979,megawatthours
2024-12-14T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50500,megawatthours
2024-12-14T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50391,megawatthours
2024-12-13T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49302,megawatthours
2024-12-13T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48981,megawatthours
2024-12-13T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49030,megawatthours
2024-12-13T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49177,megawatthours
2024-12-13T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49212,megawatthours
2024-12-13T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49501,megawatthours
2024-12-13T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49775,megawatthours
2024-12-13T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49656,megawatthours
2024-12-13T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49547,megawatthours
2024-12-13T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49355,megawatthours
2024-12-13T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48221,megawatthours
2024-12-13T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45179,megawatthours
2024-12-13T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43254,megawatthours
2024-12-13T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42607,megawatthours
2024-12-13T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42633,megawatthours
2024-12-13T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43216,megawatthours
2024-12-13T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44279,megawatthours
2024-12-13T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45986,megawatthours
2024-12-13T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48276,megawatthours
2024-12-13T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50405,megawatthours
2024-12-13T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51531,megawatthours
2024-12-13T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51716,megawatthours
2024-12-13T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51646,megawatthours
2024-12-13T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50636,megawatthours
2024-12-12T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48588,megawatthours
2024-12-12T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47975,megawatthours
2024-12-12T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47816,megawatthours
2024-12-12T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48192,megawatthours
2024-12-12T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48935,megawatthours
2024-12-12T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50406,megawatthours
2024-12-12T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52254,megawatthours
2024-12-12T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54563,megawatthours
2024-12-12T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57102,megawatthours
2024-12-12T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,59154,megawatthours
2024-12-12T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,57832,megawatthours
2024-12-12T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53712,megawatthours
2024-12-12T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50757,megawatthours
2024-12-12T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49302,megawatthours
2024-12-12T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48669,megawatthours
2024-12-12T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48575,megawatthours
2024-12-12T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49036,megawatthours
2024-12-12T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50106,megawatthours
2024-12-12T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51663,megawatthours
2024-12-12T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53302,megawatthours
2024-12-12T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53622,megawatthours
2024-12-12T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53066,megawatthours
2024-12-12T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52148,megawatthours
2024-12-12T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49564,megawatthours
2024-12-11T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47474,megawatthours
2024-12-11T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46815,megawatthours
2024-12-11T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47157,megawatthours
2024-12-11T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47778,megawatthours
2024-12-11T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48746,megawatthours
2024-12-11T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50444,megawatthours
2024-12-11T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52710,megawatthours
2024-12-11T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55339,megawatthours
2024-12-11T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58190,megawatthours
2024-12-11T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,60232,megawatthours
2024-12-11T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,58294,megawatthours
2024-12-11T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54265,megawatthours
2024-12-11T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51302,megawatthours
2024-12-11T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50121,megawatthours
2024-12-11T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49478,megawatthours
2024-12-11T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49389,megawatthours
2024-12-11T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49844,megawatthours
2024-12-11T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50923,megawatthours
2024-12-11T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52767,megawatthours
2024-12-11T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54553,megawatthours
2024-12-11T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55413,megawatthours
2024-12-11T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55401,megawatthours
